tweet_id,created_at,raw_text_tweet,user_location,like_count,retweet_count
1.58E+18,,"The narrow service lanes on both sides of the Chennai-Bengaluru Highway in Vellore will be widened from the current 5 metres to 8.5 metres to provide more roadspace for motorists and ease traffic congestion on arterial roads.

https://t.co/8ZEQGJjm8l",Vellore,4,5
1.57E+18,,"The narrow service lanes on both sides of the Chennai-Bengaluru Highway in Vellore will be widened from the current 5 metres to 8.5 metres to provide more roadspace for motorists and ease traffic congestion on arterial roads. 

https://t.co/x6GLucU0ea",Vellore,69,6
1.57E+18,,Currently the passage from NH to service road near Green circle is closed to reduce traffic congestion. Do you think it is a good move to reduce traffic near #Vellore Green circle?,Vellore,1,1
1.56E+18,,"I had the same question when Municipality of #Gudiyattam has been awarded yesterday. Thanks @vikatan for surfacing out the truth. 
#Vellore 

https://t.co/svMG5Gg4Ya",Vellore,0,1
1.42E+18,,"Identifying Repeated Parking violators is one of the great moves thats much needed for Vellore. Hoping to see more such to reduce traffic congestion at #Vellore #வேலூர் 
https://t.co/1XZAdQhnf4",Vellore,2,0
1.42E+18,,"@AspVellore Reducing the number of auto in Vellore will give immense difference in Traffic. If you are seeing 10 vehicles around you 6  of them will be autos in Vellore, and it causing extreme congestion in the town.
I remember, before 10 years the license been cancelled and reissued to min.",Vellore,3,0
1.95E+18,,"In Nellai, the organs of Suppiah (57), who was declared brain-dead after a road accident, were donated. His kidneys, corneas, liver, and skin were among the organs donated. https://t.co/KdVTAhZKAU",,0,0
1.95E+18,,hello friends this young man had a terrible road accident and his family is running pillar to post for his treatment in CMC vellore . His sister  Deborah Hrangkhawl had contacted me and i am also helping them in my personal capacity . The medical costs are high and i appeal to… https://t.co/uBcGOAg174,Vellore,26,8
1.95E+18,,"In response to the DMK general body announcement, Chief Minister M.K. Stalin presented a cheque for ₹10 lakh to the family of DMK member Saritha, who died in a road accident in Tindivanam on June 2, at the Anna Arivalayam in Chennai today. https://t.co/jO1IOPhNwP",,0,0
1.95E+18,,"In Bengaluru's J.P. Nagar, residents set up a memorial plaque for 'Pikachu', a friendly street dog that died in a road accident. Pictures went viral on social media. https://t.co/Sxd9c2tzHg",,1,0
1.94E+18,,"World's oldest marathon runner, Fauja Singh (114) of Punjab, died in a road accident. He started running at age 89 to overcome the grief of his wife and son's death. https://t.co/vMeatxKT7T",,0,0
1.94E+18,,"Horrific accident on Madurai-Thoothukudi four-lane road near Virudhunagar Aruppukottai: Van collided with container truck, killing 2 drivers and 1 helper. Aruppukottai police launched an investigation. https://t.co/TzaXwo3bkv",,0,0
1.94E+18,,"Krishnamoorthy, a 17-year-old from Chellankuppam, Tiruvannamalai, was declared brain dead after a road accident. His organs were donated. Vellore Government Medical College Hospital Dean Dr. Rohini Devi and doctors paid their respects to his body. https://t.co/0OhJgvDm5s",Vellore,0,0
1.94E+18,,"CM Stalin ordered ₹3 lakh from the Chief Minister's Public Relief Fund for Rekha, wife of Gokul, who died in a road accident. Collector Subbulaxmi handed over the cheque today. https://t.co/BBDau3s9kZ",,0,0
1.94E+18,,Musiri RDO Aaravamudha Devasena died in a road accident today at 12 pm near Mukkombu on the Trichy-Kulithalai road. https://t.co/ZPHeYQ9be3,,0,0
1.93E+18,,Malayalam actor Shine Tom Chacko’s father died in a road accident after their car collided with a lorry near Palacode in Dharmapuri district. Shine Tom Chacko and three others who were injured have been admitted to the hospital. https://t.co/olDQg1EIOx,,0,0
1.93E+18,,"No Road dividers/ medians near the crowded CMC Vellore campus , We lost our prestigious hospital has gone to #Ranipet now few are seen and those are donated ones of @OffCMCVellore and it's like accident can happen and not near my hospital 😀😊.
@Vellore_Corpn it's time for you! https://t.co/tb1c1evWmB",Vellore,10,1
1.92E+18,,"Why don't you mark the median line mark at least in vellore Konavattam road, where there is an accident everyday!! @katpadidmk @DMKVellore_ @dmkathiranand @Vellore_Corpn https://t.co/DG2Thyp0dK",Vellore,3,0
1.91E+18,,"@Vellore_Corpn @CMOTamilnadu @KN_NEHRU Clean our city , road remain dirty . Put some speed breakers in officers line which has become accident zone",,1,1
1.89E+18,,"Dear @MORTHIndia @NHAI_Official @nitin_gadkari pls Remove 3 Toll plaza for 
 (Vallam,innamkarniyandhal,Thennmadev)

#Vellore - #Tiruvannamalai- #Villupuram (NH-38) 

Else upgrade as a 2L to 4L along with strengthens Road 🛣️ 

Since May-2023, 244 Accident’s bcoz of poor road. https://t.co/yQssHEyJPG",Vellore,5,0
1.87E+18,,"#Vellore
Today..Yet another accident in Green Circle😪 
Green circle n few parts has become the common accident spot..Nearing 8 Lac population still no proper roads, ring road n flyovers..Worst traffic management..As usual TN govt. will not do anything for Vellore n keep ignores!",Vellore,25,3
1.87E+18,,"Horrible accident in Vellore - bikes skid on road side dust. The lady who was riding pillion killed on spot. 

There will be no punishment or lesson learnt. https://t.co/kMU3mrXRgg",Vellore,1,1
1.86E+18,,"@dmkathiranand @arivalayam @mkstalin @Udhaystalin @DMKVellore_ Vellore airport is of no use ,who is goona travel in it other than VIP Airoplane!! 

Rather request you to focus on road widening, accident, roads and drainage!",Vellore,1,0
1.86E+18,,"@ReddyMurali6677 @NHAI_Official @nitin_gadkari @KridePrm @SWRRLY @Pruthvinreddy @east_bengaluru @NHAI_Official @DrCNManjunath @SWRRLY @nitin_gadkari Please prioritize widening this. Frequent accident zone. Everyday thousands of vehicles are using this road. All TN bound vehicles using this road (Barring chennai, vellore bound ones which uses hoskote-kolar road)",Vellore,3,0
1.84E+18,,"@arulmuru182002 Recently so many accident in Tiruvannamala Vellore NH38 Road ,the Vellore NH division engineer say the Tiruvannamala Vellore NH38 should converted in four way road he say recently...any update please give the details above mentioned road ...",Vellore,1,0
1.81E+18,,"@dmkathiranand @mkstalin Brother we wanted roads to be widened.

Accident free 

Dust free road 

That much enough  !!

@mkstalin @Udhaystalin @APNandakumarMLA",,5,0
1.81E+18,,"A 19-year-old #Chennai girl was killed in a road accident, after the car she and her three other friends were travelling in, hit a median and collided head-on with a lorry from the opposite lane on the #Chennai-#Bengaluru NH near #Vellore airport.
https://t.co/55ggr5JvdV",Vellore,0,0
1.80E+18,,"Kind Att sri @nitin_gadkari Ji, I would like inf you that the work between chennai-Vellore NH road winding have stop in midway since last 7 month the roads were completed but the overhead roads were stopped due to mud filling for which lot of accident is happening",Vellore,1,0
1.78E+18,,"@dhans4all I was and I am novice car driver! But when I first time did 224 in same route it took just 3 hours! Now reaching vellore itself takes 3 hours ! Road work is going on but they are not maintaining the service exits also really pathetic , every time one small accident pakran",Vellore,1,0
1.77E+18,,"Lok Sabha Elections 2024 #Vellore

Choose your candidate wisely!! 
No development in the last 20 years .
Demand for a ring road !! 
Demand for fly over !! 
Demand for accident free vellore
Pollution free vellore 
Dormitory for CMC Vellore patient 
International airport https://t.co/aYhmB2PFq9",Vellore,4,0
1.76E+18,,"We will miss you.
With a heavy heart, Indian Rheumatology community is mourning Dr Debashish who met with a road accident today morning near Vellore.
Dr Debashish had his medical training at JIPMER (Pondichery) and did his DM (Clinical Immunology) from SGPGIMS (Lucknow) before…",Vellore,58,11
1.94E+18,,"Vellore District Collector Subbulakshmi inspected the road repair work on Venkatapuram Road in Alamelumangapuram, Vellore. https://t.co/gaONm0Md0G",Vellore,0,0
1.85E+18,,"Sir in vellore katpadi gandhinagar area roads are damaged very worst,cannot commute old people and chillers are suffering a lot no officials are taking care,even kangyanallore road road also damaged after the center drainage work .please help us to repair will more thank full https://t.co/HkyLga4Dxd",Vellore,1,1
1.95E+18,,"@Velloretimes most hated is traffic , no proper bypass roads from Katpadi Rly station to towards Arani or polur road ,",Katpadi,5,1
1.91E+18,,@kknath @Nammavellore @Velloretimes @Updates_Vellore From Raja Theatre to Katpadi Vallimalai Road traffic is pathetic. @dmkathiranand &amp; @katpadidmk will repeat this every election no actions has been taken from past the 40 years. No vision only looting @mkstalin @CMOTamilnadu @arivalayam @DMKITwing @TRBRajaa,Katpadi,2,0
1.91E+18,,@UpdatesChennai Much needed one for Vellore city as the traffic is bursting at  Vellore roads .. Another semi ring road (already in pipeline ) from Katpadi sunbeam school to Arapkkam on eastern side also needs find and implementation,Vellore,9,0
1.88E+18,,"6. Do something about the traffic problems in Chittoor Bus-Stand, Green Circle, Lakshmi Theatre and Railway crossings on Bangalore Road.
7.  Lay all the interior roads that have not been relaid in the last decade.
8. More parks, especially in Katpadi.",Katpadi,3,0
1.83E+18,,"@manachittooru @nitin_gadkari Less traffic than via Katpadi town option, in one stretch (Puttur Road) was atrocious, as now heavy vehicles have started using these roads, they are not ment to take heavy load, but who cares for regular travelers, now Kolar town (NH40) have started thr part of flyover business…",Katpadi,0,0
1.82E+18,,"Post2, even roads are bad  with high traffic to worst vellore chitoor road .. after the interception from Chennai road towards Katpadi  to vellore @PawanKalyan  can you do something  .. @nitin_gadkari  need your help to its the whole TN traffic towards Andhra comes  here",Vellore,0,0
1.82E+18,,"@manachittooru @decentgrad Any other road which will bypass Katpadi, 
the Katpadi town traffic increase the travel time to Bangalore by more than 1.5 hours some time.",Katpadi,0,0
1.70E+18,,"Wish you do something for the development of #Vellore City ,no road , every day accident, heavy traffic in #katpadi both MLA &amp; MP of vellore are inactive they ruled over 30 years did nothing to reduce #Traffic and #Accidents 

@APNandakumarMLA 
@mkstalin @CMOTamilnadu",Vellore,3,0
1.62E+18,,"While crossing the road,Don't cross the divider to put your life at risk. #Vellore #VelloreDistrict #vellorefort #vellorecity #katpadi #Gudiyatham #RoadSafety #TRAFFIC #trafficmanagement https://t.co/b5PeL7XAwN",Vellore,6,0
1.47E+18,,@AspVellore Please have proper lighting in diversion area. It is difficult to drive in night mainly from National Theatre Jn to Katpadi road Palar Bridge. Good initiative let it bring new flyover  and roads to reduce traffic.,Katpadi,1,0
1.37E+18,,"India News Update: Katpadi residents await solution to traffic woes: ICYMI: See latest information on road infrastructure, access to healthcare are key demands in India Listing. https://t.co/eKDCM3gKfc Clean Hand Sanitizers: ... Search and Read Hot… https://t.co/gUH1ZoXUDl",Katpadi,0,2
1.37E+18,,"ICYMI: #Blog #IndiaCulture #IndiaListing #IndiaNews #IndiaPost India News Update: Katpadi residents await solution to traffic woes: See latest information on road infrastructure, access to healthcare are key demands in India Listing. https://t.co/vXXAMT19Dm",Katpadi,0,0
1.37E+18,,"India News Update: Katpadi residents await solution to traffic woes: ICYMI: See latest information on road infrastructure, access to healthcare are key demands in India Listing. https://t.co/eKDCM3gKfc Clean Hand Sanitizers: https://t.co/AUcekhfAji Men's… https://t.co/rEv1ODvmKd",Katpadi,0,0
1.37E+18,,"India News Update: Katpadi residents await solution to traffic woes: See latest information on road infrastructure, access to healthcare are key demands in India Listing. https://t.co/hreoYVd0yY Clean Hand Sanitizers: ... Search and Read Hot Blogspot… https://t.co/HOB89fFxyg",Katpadi,0,2
1.37E+18,,The construction of a ring road to ease traffic congestion and the setting up of a taluk hospital are the key demands of the residents of the Katpadi Assembly constituency @THChennai #Assemblyelections2021 https://t.co/bvDKruGLvr,Katpadi,0,1
1.37E+18,,"India News Update: Katpadi residents await solution to traffic woes: See latest information on road infrastructure, access to healthcare are key demands in India Listing. https://t.co/hreoYVd0yY Clean Hand Sanitizers: https://t.co/AUcekhfAji Men's… https://t.co/pp28cwlqrD",Katpadi,0,0
1.37E+18,,"The construction of a ring road to ease traffic congestion and the setting up of a taluk hospital are the key demands of the residents of the #Katpadi Assembly constituency @journovivek
#TNAssemblyElection2021 
https://t.co/M2R4pNu0fC",Katpadi,5,2
1.37E+18,,"#Blog #IndiaCulture #IndiaListing #IndiaNews #IndiaPost India News Update: Katpadi residents await solution to traffic woes: See latest information on road infrastructure, access to healthcare are key demands in India Listing. https://t.co/T0Icq1xJrt",Katpadi,0,1
1.35E+18,,@Delli_054 @TharukaMahima Sir I stay next road to where this corrupted guy stay we don’t have proper road and street lights. Do you know vellore and Katpadi road which connects villupuram and tirupathi traffic is very bad many road accident and we lost lot of people. We don’t ask for highways.,Vellore,0,0
1.22E+18,,"@dmkathiranand 
Need additional railway track between jolarpet to katpadi as train enter from Kerala and Karnataka in jolarpet for better conetivity for cargo movements to Chennai port throgh railway and  reduce road traffic",Katpadi,0,1
1.20E+18,,@PiyushGoyalOffc Good noon. Nobody including RPF regulating traffic in Katpadi junction. As the road is blocked the private bus drivers and share auto:s are driving ruthlessly. Brother Escaped in a micro second from the wheels of a private bus. Request to take action.,Katpadi,0,0
1.75E+18,,"@UpdatesChennai To reduce the traffic in Green Circle(Center point of Vellore city) it's an additional bridge for Vellore connecting Katpadi area with Sathuvachari area, vehicles from Katpadi locality can easily access Che - Blr highway and Fort bus stand easily",Vellore,1,0
1.95E+18,,"@narendramodi @AmitShah @Bhupendrapbjp accident took place in Randesan, gandhinagar, instead of taking action on bootleggers, drug paddlers who are selling alcohol and drugs openly with the help of law makers and police, what GMC, Mayor and Local MLAs team took action  on lari galla nasta shop of road corners",,0,0
1.95E+18,,"Gandhinagar Wakes Up Post-Accident: Urgent Orders to Clear Road Encroachments in Randesan | TV9Gujarati
#GandhinagarNews #RandesanAccident #EncroachmentRemoval #RoadSafety #GujaratNews #HiteshPatel #AntiEncroachment #TV9Gujarati https://t.co/etksJiRG2H",,0,0
1.95E+18,,"Road needs “Disciplines &amp; Speed within Speed Limits”.

Your Riding/Driving Skills shouldn’t be the reason for someone’s #Death or #Injuries.

@DriveSmart_IN @dabir @Nik_blr 

Gandhinagar, Gujarat Accident. Owner of Tata Safari 👇
 https://t.co/R8rhSX38O1",,27,6
1.95E+18,,"@AMCommissioner @AmdavadAMC  Dear Sir,

Please find cows on road near Nirman Satva flat Adalaj Gandinagar Sitting on Gandhinagar mehsana highway  and municipality is not taking any action  it may cause big accident on highways https://t.co/Kjx29CZfdb",,0,0
1.95E+18,,"Read: 

https://t.co/khQuAX1AOf",,0,0
1.95E+18,,"Gandhinagar Road Accident: Speeding BMW Rams Into Scooter, Kills Rider on Spot; Probe Underway As Video Goes Viral 

#Gandhinagar #Accident #ViralVideo 
@toralkavi",,0,0
1.95E+18,,"This accident happened just walking distance from my home. Sadly, there are no proper speed breakers on this road.
Requesting @GandhinagarMC to pls install speed breakers to prevent such accidents.
📍Sargasan, Gandhinagar
#Gandhinagar
@BJP4Gujarat @Divya_Bhaskar , @timesofindia https://t.co/5cXGUcd1aN",,0,0
1.94E+18,,"Dear @MMRDAOfficial @AshwiniBhide @Adani_Elec_Mum @mybmc @MTPHereToHelp from #iit mumbai gate till #gandhinagar junction #vikroli ( service road ) #jvlr there is no street lights functioning and metro work is on , accident waiting to happen pls do the needful cc @CMOMaharashtra https://t.co/3YXIHqpNGI",,0,0
1.94E+18,,"Tragic Road Accident in UP: 4 Youths from Gandhinagar Killed En Route to Kedarnath | TV9Gujarati
#GandhinagarTragedy #UPAccident #KedarnathYatra #MuzaffarnagarAccident #BreakingNews #RoadSafety #GujaratNews #InnovaCrash #TV9Gujarati https://t.co/2LGDNJpGRo",,1,0
1.94E+18,,"UP Road Accident: ઉત્તર પ્રદેશમાં ભયાનક અકસ્માત, ગુજરાતથી કેદારનાથ જતા 4 મિત્રોનાં મોત, 1 ગંભીર  

https://t.co/uhg8FAT0Q9

#Muzaffarnagar #Muzaffarnagar #Kedarnath #accident #UttarPradesh    #Gandhinagar #Kedarnathincident  #thegujaratreport https://t.co/EdszBlnRGp",,0,0
1.94E+18,,"4 friends going from Gandhinagar to Kedarnath died in a road accident.

 #Muzaffarnagar #Muzaffarnagar #Kedarnath #accident #UttarPradesh https://t.co/pLziPABm0G",,0,0
1.93E+18,,"Vijaybhai Rupani, Former Gujarat CM who is amongst the deceased in the Air India crash at Ahmedabad. 

When he was the CM, he was returning to Gandhinagar post visiting some district in Gujarat by road. He saw a road accident, he had his convoy stopped and summoned the Gujarat… https://t.co/j6r0rniXlj",,16,9
1.93E+18,,"@CMOGuj Plot 148,sector 8/c Gandhinagar, road is already in v bad state and your govt is allowing @airtelindia permission to dig up road and leave it unattended at night time, who will be responsible if any accident occurs? Are pvt players so big they are above all https://t.co/UlcklWTCkM",,0,1
1.92E+18,,"Abey #hindu bechare apne aqeeday ki muhabbat mein halaak pe halaak, aur in k gods ko na koi sharam nah koi lehaaz.

Evidence: 2 friends, who were on their way to #Pithampur after visiting a #temple in #Indore, were killed in an accident in #GandhiNagar.
https://t.co/KCxyM6Gpju https://t.co/z807oytld9",,0,0
1.92E+18,,"This is the main road of Gandhinagar, Delhi. The road has been broken for the last 15 days. An accident may happen. Please pay attention to the concerned officials. https://t.co/eWOLQJ4G9Z",,0,0
1.89E+18,,"Speeding issues continue in Gandhinagar.

An accident occurred two nights ago between Sargasan and Mahatma Mandir Road. 😱😱

#Gandhinagar #drive #ahmedabadlive #ahmedabad_live #ahmedabad_instagram #ahmedabad #amdavad #news #newsupdate #breakingnews #reelsviral #instagramreels… https://t.co/4EoEgRFbso",,2,0
1.89E+18,,"@swacch_sansaar @mybmc @mybmcRoads @MMRDAOfficial @zoru75 @RoadsOfMumbai @mumbaimatterz @mashrujeet @MirchiJeeturaaj @MNCDFbombay @jatinjkothari @Sahilinfra2 Dear @mybmcWardS @MMRDAOfficial this is important left turn at Gandhinagar junction at kanjur &amp; vikroli, road condition is horrible, u can see police standing there to catch culprit but can't he report to #bmc abt horrific road condition which could result is traffic &amp; accident https://t.co/FwJzEKi96M",,1,0
1.87E+18,,#Jammu :-  Three cars damaged in Road accident at #Last Morh #gandhinagar #JammuAndKashmir https://t.co/921m6P7lCm,,0,0
1.86E+18,,"@AstroCounselKK @baxirahul 💯

Have a friend, very wealthy. He lost his only in 2023 in a road accident. The son cleared Jee Advanced and got selected at IIT Gandhinagar.",,1,0
1.86E+18,,"@GujaratPoliceGP @sanghaviharsh @IASGandhinagar
@VtvGujarati 
@dgpgujarat 
It's very saddening to see that none of the gandhinagar police personnel came after waiting regard to such a road rage accident on the Apollo circle by this truck driver. 

Very disappointed by this",,0,0
1.85E+18,,"VIDEO | Gujarat: “We have gathered here (Gandhinagar) to attend a national conference on road safety. As you know, India is on the number one position in the entire world in reporting accident death cases. Therefore, we have organised this event to discuss the best practices and… https://t.co/rg50aPum8E",,7,1
1.84E+18,,"BEST bus caught fire on LBS Road, Gandhinagar, Vikhroli. 

Video courtesy: Anand N. Ingle 

#Mumbai #Mumbairoad #Accident",,0,0
1.84E+18,,"BEST bus caught fire on LBS Road, Gandhinagar, Vikhroli. 

Video courtesy: Anand N. Ingle 

#Mumbai #Mumbairoad #Accident https://t.co/7XrmESRk3L",,6,0
1.83E+18,,"@NHAI_Official Gandhinagar-Shymlaji highway NH -48. 04 Bridges upto Himmatnagar not completed fm last 04 yrs.Pathetic traffic jams and Road hazards.Accident prone https://t.co/dkaN4n6Xwe Serv Roads
Request intervene🙏.No actions despite requests to @PMOIndia @nitin_gadkari @AmitShahOffice.Rgds",,1,0
1.83E+18,,"@NHAI_Official Gandhinagar-Shymlaji highway NH -48. 04 Bridges upto Himmatnagar not completed fm last 04 yrs.Pathetic traffic jams and Road hazards.Accident prone https://t.co/dkaN4n6Xwe Serv Roads
Request intervene🙏.No actions despite requests to @PMOIndia @nitin_gadkari @AmitShahOffice.Reds",,0,0
1.82E+18,,"@NHAI_Official @PMOIndia @narendramodi @nitin_gadkari @MORTHIndia Gandhinagar-Shymlaji highway NH -48. 04 Bridges upto Himmatnagar not completed since last 03-04 years. Pathetic traffic jams and Road hazards. Accident prone area.
Request to intervene🙏🙏.No actions despite requests to @PMOIndia @nitin_gadkari @AmitShahOffice.Rgds",,0,0
1.81E+18,,"Gandhinagar: બેફામ કારચાલકે શિક્ષિકાને હવામાં ફંગોળી, ઘટના સીસીટીવી કેમેરામાં કેદ 

#Dehgamnews #Kapdwanj #teacher #CarDriver #Accident  #DehgamPolice #police  #DehgamKpadwanjroad #Gujarat #Nirbhaynews

https://t.co/Fi0iG8S15Y",,0,0
1.81E+18,,"Caught on CCTV..

Terrible accident near Dehgam Nehru Chowk in Gandhinagar.. Reckless driver hit a teacher who was walking on the road.
#Gandhinagar #Gujarat #Accident #cctv https://t.co/6d63a3ya54",,0,0
1.81E+18,,Accident in Gandhinagar road... https://t.co/qoseSLny9w,,0,0
1.74E+18,,"Tragic #SaputaraAccident: Gandhinagar's Creta crushed under a firewood truck, claiming 4 lives. A somber reminder of road safety. 
#RoadSafety #AccidentAwareness #Saputara #Accident #RoadAccident #gujaratnews #GrowNxtDigital

https://t.co/iYcm9GrLcC",,0,0
1.96E+18,,@thirumaofficial I saw a accident wr a car smashed on a sweeper lady in arcot road n she died on spot.. She is also dalit but till now no party members from uo side had come.. may be from this u can't procure votes.,,0,0
1.95E+18,,"A  pre planned murder by dmk leaders grandson at thirumangalam chennai yesterday was being created as road accident. 
#ByeByeStalin",,0,0
1.92E+18,,"Then came the real disaster: an accident.
Thankfully, no injuries, safety features worked. But the front end of the Tiguan was badly damaged.

The car was handed over to VW Arcot Road showroom, Chennai on Nov 5 after the accident on Oct 28.",,7,0
1.89E+18,,"@Cmback_Bigbang @anushkaxag @sup_arcot @dementorramen Road accidents mai dikh jata hai jab women accident dekh kar dusri taraf bhagti hai or men help kai liye aate hai.

And yes men and women both are human but one always play victim card on easy life mode and one doesn’t.

And you doesn’t need fraud therapy. You need a god",,0,0
1.85E+18,,"@chennaicorp @kgbias alapakkam main road, porur. (Near arcot road end) this road laid fresh having dangerous road cut. Please fix it before accident happen.",,1,0
1.84E+18,,"Three friends died on the spot after the two-wheeler they were travelling was hit by an unknown vehicle on Arani - Arcot Bypass Road at Sevoor village near #Arani town in #Tiruvannamalai district on Sunday.

https://t.co/b7dMgBYGmP",,0,0
1.79E+18,,"@cmrlofficial Where is your Traffic Marshall at this point.
Arcot road, Sivan koil path, kesavarthini bus stop.
23-05-24
19.30.
@ChennaiTraffic @R_Sudhakar_Ips sir, No one control Marshall.
Most of the time they are in point.
Due to his absence most of the small accident happened https://t.co/c3kBqtGEST",,1,0
1.76E+18,,"@ChennaiTraffic  Sir, in Arcot Road starting from Vadapalani while going towards Saligramam , is the road one way or two way? Because people are coming from two sides in one lane itself. Yesterday there was a small accident. So please check sir. Thank you
@chennaipolice_",,0,0
1.75E+18,,"S Rakesh, 19, of Vadapalani, studying https://t.co/vlZJbjxe0s at SRM college died in a road accident near Valasaravakkam on Arcot Road after a lorry hit him. Lorry driver M Ravichandran, 49, has been arrested under Section 304(A) of IPC.",,4,1
1.71E+18,,"For several months, motorists&amp; newspaper headlines have been screaming out loud ""#chennai Porur-Vadapalani, ARCOT ROAD is a HIGHWAY TO HELL"" 

Nothing has changed, not a bit.. 

Is @mkstalin @CMOTamilnadu #TNGovt waiting for some unfortunate accident/loss of life, to act? https://t.co/qm5SF6uzmG",,31,5
1.71E+18,,The roads in our chennai are really bad. It was a scary escape for me from a big accident. There was a huge pothole covered under rainwater on Arcot road. Unknowingly I landed my bike into that n wasn't able to come out again,,4,0
1.66E+18,,"@realpolity101 I live in anna ngr and believe me 2nd avenue can easily support bicycle lanes . I understand streets like arcot road can't. The idea is that traffic would be already slow , so we don't need exclusive lanes. Lanes is to avoid accident that's all",,0,0
1.65E+18,,"@TANGEDCO_Offcl ,
Lot  heavy power cable raised in light single post when transformer post is only 50/60 meter  away from this post. is  This cost saving or creating accident.
Location vanagaram shekumaniyam road entrance from  arcot road.. https://t.co/KB1FjVjXjk",,0,0
1.49E+18,,"#Devon In Sidmouth Winslade Road is now CLEAR after an earlier accident, between Arcot Road and Alexandria Road.  [PL]",,0,1
1.49E+18,,"Winslade Road both ways blocked, slow traffic due to accident, two vehicles involved from A375 Arcot Road to Alexandria Road.",,1,0
1.49E+18,,"#Devon In Sidmouth Winslade Road is BLOCKED in both directions by an accident, between the A375 Arcot Road and Alexandria Road. Expect delays. [PL]",,0,2
1.44E+18,,"@ChennaiTraffic I request everyone ( Chennai makkal) to abide traffic rules and don't be hasty to follow the rules. I just witnessed an major accident on Arcot road new mercy electronics. All directions are changed on Arcot road, Be careful use the lanes as instructed..",,0,1
1.29E+18,,"Vehicle Accident (trapped) [Etobicoke]
Albion Road
b/w Arcot Boulevard / West Humber Trail
Dispatched: 16/08/20 @ 06:53 EDT
[Stn: 415] Aerial-415 DistChief-41 Pumper-415 Rescue-441 Squad-445
General Area:",,0,0
1.23E+18,,#Devon In Sidmouth the A375 Sidford Road is partially blocked due to an accident near Arcot Road.[SG],,0,1
1.21E+18,,"@thekaipullai Why only Arcot road? Why only Madras? After an accident last week in Chembur, Mumbai, while stationary waiting for the signal, am convinced it's a pan Indian disease!",,1,0
9.56E+17,,#Devon In Sidmouth the A375 Arcot Road partially blocked near Lymebourne Lane due to an accident.[SG],,0,0
9.56E+17,,#Devon In Sidmouth the A375 Arcot Road is partially blocked near Lymebourne Lane due to an accident.[SG],,0,0
9.56E+17,,#Devon In Sidmouth on A375 Arcot Road near Lymebourne Lane we've got reports there's an accident.[SG],,0,1
1.95E+18,,This Monday mrng 4hr jam near Hiriyur on NH48 while returning from home due to underpass work. This delay has been going on for months! Today I couldn't even reach office on time. Y the hold-up? Please expedite the work.  @NHAI_Official @nitin_gadkari @Tejasvi_Surya #Traffic https://t.co/vsmqI7LtQW,,0,0
1.95E+18,,NH48 (Mumbai–Ahmedabad) from Vasai towards Virar — complete traffic chaos with +25 mins delay. Not a single traffic police officer managing the situation. This is the main highway of our state! @CMOMaharashtra @Dev_Fadnavis @DGPMaharashtra @MahaTrafficDept. #NH48 #TrafficJam https://t.co/cEWrYxNRy0,,3,2
1.94E+18,,"Mumbai–Talsari NH-48: 100 km stretch in worst shape! Potholes, waterlogging, no storm drains, landslides, debris, no signs. Traffic paralyzed,5+hr delay. Vehicles on wrong side risking lives. India’s busiest highway needs urgent govt action!  #NH48 @CMOMaharashtra @nitin_gadkari",,7,4
1.94E+18,,"Will the traffic congestion on the NH48 Manor–Haloli stretch ever be fixed?
The situation remains the same daily, severely affecting crucial connectivity between Gujarat and Mumbai, leading to delay.
Hope urgent action is taken.
@NHAI_Official @MORTHIndia @nitin_gadkari @PMOIndia https://t.co/b1xTZ1eYSM",,3,2
1.87E+18,,"@BMTC_BENGALURU @Nmltrafficps NH48 chocked with heavy traffic even service road also. Causing delay of ambulances too..
It's from morning. @CMofKarnataka @DgpKarnataka https://t.co/5VIMXhK8kd",,1,0
1.87E+18,,@MORTHIndia Extreme delay in fixing potholes near Dhanivari under pass near Charoti on NH48 is causing traffic jams on daily basis. Need immediate intervention by concerned authorities.,,1,0
1.87E+18,,@timesofindia @IndiaToday can someone ask the Govt regarding the traffic jams due to the delay in finishing the work on NH48- it was to be an expressway . Takes two hours to reach the airport from Gurgoan!!! Who is responsible-please fix.,,1,0
1.84E+18,,@cmohry @gurgaonpolice @TrafficGGM Not even a single traffic police is deployed to tackle the road blocks and extreme traffic on NH48. People are facing delay of almost an hour or more. This is highly unacceptable. Citizens don't deserve this sort of disservice by Govt.,,0,0
1.83E+18,,@NHAI_Official NH48 traffic backup delay of 26 mins frm Shidrawali2wards Delhi. National waste of resources on NH!,,0,0
1.81E+18,,"Leh Ladakh is overrated. Come to NH48 (Mumbai Ahmedabad Highway)

20 meter potholes resulted in 5KM long traffic which caused a delay of more than 1hour

@ThaneCityPolice @MumbaiPolice @DGPMaharashtra 

#Traffic #NH48 @mieknathshinde @CMOMaharashtra @nitin_gadkari @narendramodi https://t.co/QB6yvgXP4Y",,7,3
1.74E+18,,@MTPHereToHelp there is a car crash on nh48 near Sasuvanagar around McDonald’s Naigaon east  which is showing a 50 mins delay for a 5-6 km stretch . Please help as this will lead to increased traffic as day builds up https://t.co/VLajwNmdJq,,0,0
1.70E+18,,"Sir @nitin_gadkari @NHAI_Official, I am travelling from Jaipur to Kishangarh via NH48 . around 7-8 Bridges are under construction, vehicles are diverted on service lane but Sir Condition of service Lane is so much poor that vehicles get jammed in traffic causing 40-50 min Delay.",,1,0
